"","Bcells","CD4Tcells","CD8Tcells","NKTcells","NKcells","Others","Monocytes"
"RHOC",0.598624336523512,0.410550566110426,0.766584693320266,0.73238691850024,0.993407573700968,0.660496296602267,0.699293533533134
"LPCAT1",0.587423093149757,0.364229761554519,0.739247494393793,0.766283779395982,0.969600821032601,0.395109454152477,0.482883844103083
"RAB29",0.638032724318924,0.574043151820378,0.737831090448515,0.698143238379323,0.840431389388679,0.505986398054204,0.444513941431843
"SH3BP5",0.812965667957127,0.668799956798047,0.753650444465289,0.6800920251779,0.85800402860841,0.58576517591772,0.517094322851516
"ITGB7",0.677032142219772,0.708438681870412,0.826575988672421,0.75043032046735,0.969763330903803,0.598618778925997,0.357023725401419
"PCSK7",0.852438575220001,0.893607912262265,0.956143540273926,0.759990142484326,1.0281991570399,0.58718190169442,0.636010523216602
"SH2D1B",0.237206755360991,0.162091489066071,0.305874710676565,0.653755248071615,0.876087777387317,0.222512126546089,0.187173465730834
"BATF",0.372551093535981,0.53345332371993,0.67217806121332,0.66676645549005,0.847819824812672,0.386249544639936,0.402768481007002
"GNPTAB",0.559602238960112,0.487510454896421,0.620786066860077,0.724447935517497,0.927461826129005,0.471591088895685,0.510389341545177
"CYFIP2",0.714727781463168,0.745951303832035,0.795968290657588,0.701458892875802,0.876791119488497,0.591987780253723,0.464853757599393
"STK17A",0.962310905996859,0.865890522179247,0.938817951972703,0.712187538695214,1.0046613771266,0.65169362695694,0.383567167446371
"A2M-AS1",0.204073391102743,0.364386551267932,0.712473142702016,0.63511681990461,0.586125080748487,0.21734014197198,0.188985589736238
"PTPN22",0.557778262851727,0.51981670418895,0.704649987473831,0.679214332617646,0.864809978772194,0.512665989058429,0.440371529589428
